Tweet,Snow_Ball_Stemmer,ISRI_Stemmer,ISRI_suffix(lemma),ARLSTem_Stems,ARLSTem_Verbs,,feeling
ن المعتقدان الكثيرمن حكام_العرب لايتمنون عدم فوز لأن هيلاري_كلنتون أفضلوإنماهي يمكن تبتزهم وتمالئهملكن سيبتزهم ويفضحهم,ن معتقد كثيرم حكام_العرب ايتمن عدم فوز لان هيلاري_كلنت افضلوانم يمك تبتز تماليهمل سيبتز يفضح,ن عقد كثيرم حكام_العرب يتم عدم فوز لأن هيلاري_كلنت افضلوإنماهي يمكن بتز وتمالئهمل بتز فضح,ن المعتقد الكثيرمن حكام_العرب لايتمن عدم فوز لأن هيلاري_كلنت أفضلوإنماهي يمكن تبتز وتمالئهمل سيبتز ويفضح,ن معتقد كثيرمن حكام_العرب لايتمن عدم فوز لان هيلاري_كلنت فضلوانماه يمك بتز مالئهملك بتز فضح,ن لمعتقدا لكثيرم حكام_العرب لايتمنو عدم فوز لأن هيلاري_كلنتو أفضلوإنماهي يمك بتزهم وتمالئهملك بتزهم ويفضحهم,,negative
يلاري تقول داعش صنيعتنا بمساعده الدول والسعوديه رائس الدول كلام عمتك مو ايران,يلار تقول داعش صنيع مساعد دول سعود رايس دول كلام عمت مو ايرا,يلر تقل دعش صنع سعد دول سعد رئس دول كلم عمت مو اير,يلاري تقول داعش صنيعت بمساعده الدول والسعوديه رائس الدول كلام عمتك مو اير,لاري قول داعش صنيع بمساعد دول سعودي رائس دول كلام عمت مو اير,لاري قول داعش صنيعت بمساعده لدول والسعوديه رائس لدول كلام عمتك مو يرا,,negative
روبيرت_دنيرو كلب صوتوا لـ هيلاري_كلنتون بالفيديو,روبيرت_دنير كلب صوتو ل هيلاري_كلنت فيديو,روبيرت_دنيرو كلب صوت لـ هيلاري_كلنت يدو,روبيرت_دنيرو كلب صوت لـ هيلاري_كلنت بالفيديو,روبيرت_دنيرو كلب صوت لـ هيلاري_كلنت فيديو,روبيرت_دنيرو كلب صوت لـ هيلاري_كلنتو بالفيديو,,neutral
نا اشفق فهي مضطره لمناظره خبل نص كلامه مو مفهوم,نا اشفق فه مضطر مناظر خبل نص كلام مو مفهوم,نا شفق فهي ضطر نظر خبل نص كلم مو فهم,نا اشفق فهي مضطره لمناظره خبل نص كلامه مو مفهوم,نا شفق فهي مضطر لمناظر خبل نص كلام مو مفهوم,نا شفق فهي مضطره لمناظره خبل نص كلامه مو مفهوم,,negative
بوي يقول عجزتي بتصيرين زي هههه,بو يقول عجز تصير زي ههه,بوي يقل عجز تصر زي ههه,بوي يقول عجزتي بتصير زي هههه,بوي قول عجزتي بتصير زي ههه,بوي قول عجزتي بتصيري زي هههه,,neutral
وطن_حر عين البرلمان هيلارى ترشق دونالد باتهاما قاله النساء,طن_حر عين برلم هيلارى ترشق دونالد اتهام قال نساء,طن_حر عين رلم هيلارى رشق دونالد بته قله نسء,وطن_حر عين البرلم هيلارى ترشق دونالد باتها قاله النساء,طن_حر عين برلم هيلاري رشق دونالد باتهام قال نساء,وطن_حر عين لبرلما هيلارى رشق دونالد باتهام قاله لنساء,,neutral
يلاري تقول أريد أمريكا الكل يساهم البناء بغض النظر اصولو ديانتو إنشاء الله يكون التصريح قول فعل,يلار تقول اريد امر الكل يسا بناء بغض نظر اصول ديا انشاء الله يكو تصريح قول فعل,يلر تقل ارد امر لكل يسا بنء بغض نظر صولو ديانتو شاء الل يكون صرح قول فعل,يلاري تقول أريد أمريكا الكل يسا البناء بغض النظر اصولو ديانتو إنشاء الله يكون التصريح قول فعل,لاري قول ريد مريك لكل يسا بناء بغض نظر صولو ديانتو نشء الل يكو تصريح قول فعل,لاري قول أريد أمريك لكل ساهم لبناء بغض لنظر صولو ديانتو إنشاء لله يكو لتصريح قول فعل,,positive
اعي غنم يقول اختلف يالله مالنا غيرك,اع غنم يقول اختلف يالل مال غير,اعي غنم يقل خلف يلل مال غير,اعي غنم يقول اختلف يالله مال غيرك,اعي غنم قول ختلف الل مال غير,اعي غنم قول ختلف الله مال غيرك,,neutral
لمتابعة المناظرة الرئاسية الثانية المرشحة الديمقراطية ومنافسها الجمهوري اليوم تمامعصرا بتو,متابع مناظر رياس ثان مرشح ديمقراط منافس جمهور يوم تمامعصر بتو,تبع نظر رئس ثني رشح ديمقراطية نفس جمهور اليوم تمامعصرا بتو,لمتابعة المناظرة الرئاسية الثانية المرشحة الديمقراطية ومنافس الجمهوري اليوم تمامعصرا بتو,لمتابع مناظر رئاسي ثاني مرشح ديمقراطي منافس جمهوري يوم تمامعصر بتو,لمتابعة لمناظرة لرئاسية لثانية لمرشحة لديمقراطية ومنافسه لجمهور ليوم تمامعصر بتو,,neutral
رامب حاول يبرر فضيحته ب بيل فضيحته اكبر تعجبني شخصية قوة ثبات رهيبه,رامب حاول يبرر ضيح ب بيل ضيح اكبر تعجب شخص قو ثبا رهيب,رمب حول برر فضح ب بيل فضح كبر عجب شخص قوة ثبت رهب,رامب حاول يبرر فضيحته ب بيل فضيحته اكبر تعجب شخصية قوة ثبات رهيبه,رامب حاول برر فضيح ب بيل فضيح كبر عجبني شخصي قوة ثب رهيب,رامب حاول برر فضيحته ب بيل فضيحته كبر عجبني شخصية قوة ثبا رهيبه,,neutral
جهان لعملة واحدة اسمها امريكاسواء او فكلاهما يعملون بخطة واحدة وهي دمار العالم,جها لعمل واحد اسم امريكاسواء او فكل يعمل بخط واحد وه دمار عالم,جهن عمل وحد اسم امريكاسواء او فكل عمل بخط وحد وهي دمر علم,جهان لعملة واحدة اسم امريكاسواء او فكلاه يعمل بخطة واحدة وهي دمار العالم,جها لعمل احد اسم مريكاسوء او فكل يعمل بخط احد وهي دمار عالم,جها لعملة واحدة سمه مريكاسواء او فكلاهم عمل بخطة واحدة وهي دمار لعالم,,negative
تقييمك لأداء دونالد كلنتون المناظرة_الثانية كلينتونvsترامب,تقييم اداء دونالد كلنت مناظرة_الثان لينتونvsترامب,قيم أدء دونالد كلن مناظرة_الثانية كلينتونvsترامب,تقييمك لأداء دونالد كلنت المناظرة_الثانية كلينتونvsترامب,قييم لاداء دونالد كلنت مناظرة_الثاني كلينتونvsترامب,قييمك لأداء دونالد كلنتو لمناظرة_الثانية كلينتونvsترامب,,neutral
الملخص للمناظرة الاولى,ملخص مناظر اولى,لخص نظر ولى,الملخص للمناظرة الاولى,ملخص مناظر اولي,لملخص للمناظرة لاولى,,neutral
بقى مناظرة اخيره المرشحين للرئاسة الامريكية اظن اجزم الفوز سيكون نصيب والعلم الله المعطيات تقول,بقى مناظر اخير مرشح رياس امريك اظن اجزم فوز سيكو نصيب علم الله معط تقول,بقى نظر اخر رشح رئس امر اظن جزم فوز سيك نصب علم الل عطي تقل,بقى مناظرة اخيره المرشح للرئاسة الامريكية اظن اجزم الفوز سيك نصيب والعلم الله المعطي تقول,بقي مناظر خير مرشح رئاس امريكي اظن جزم فوز سيك صيب علم الل معطي قول,بقى مناظرة خيره لمرشحي للرئاسة لامريكية اظن جزم لفوز سيكو صيب والعلم لله المعطيا قول,,neutral
يف يسمح الشعب الامريكي بانتخاب رئيس هدد بالسجن انتخب رئيس يجب يحاكم,يف يسمح شعب امريك انتخاب رييس هدد السج انتخب رييس يجب يحا,يف سمح شعب امر نخب رئس هدد سجن نخب رئس يجب يحا,يف يسمح الشعب الامريكي بانتخاب رئيس هدد بالسجن انتخب رئيس يجب يحا,يف سمح شعب امري بانتخاب رئيس هدد سجن نتخب رئيس يجب يحا,يف سمح لشعب لامريك بانتخاب رئيس هدد بالسج نتخب رئيس يجب حاكم,,negative
بروك ل هيلارى للرئاسة امريكا,برو ل هيلارى رياس امر,برك ل هيلارى رئس امر,بروك ل هيلارى للرئاسة امريكا,برو ل هيلاري رئاس مريك,بروك ل هيلارى للرئاسة مريك,,positive
يلاري,يلار,يلر,يلاري,لاري,لاري,,neutral
اشوف ودونالد ترمب يتهاوشون اتذكر فام,اشوف دونالد ترمب يتهاوش اتذكر فام,اشف دونالد رمب هوش ذكر فام,اشوف ودونالد ترمب يتهاوش اتذكر فام,شوف دونالد رمب يتهاوش تذكر فام,شوف ودونالد رمب تهاوش تذكر فام,,negative
أصبحت رئيسا لامريكا ارسل هيلاري_كلنتون للسجن ثور_قادح,اصبح رييس لامر ارسل هيلاري_كلنت سجن ثور_قادح,صبح رئس لمر رسل هيلاري_كلنت سجن ثور_قادح,أصبحت رئيسا لامريكا ارسل هيلاري_كلنت للسجن ثور_قادح,اصبح رئيس لامريك رسل هيلاري_كلنت سجن ثور_قادح,أصبح رئيس لامريك رسل هيلاري_كلنتو للسج ثور_قادح,,negative
